holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,traffic_volume
'None',292.69,0,0,0,'Clear','Sky is Clear',2672
'None',294.46,0.25,0,90,'Drizzle','light intensity drizzle',1012
'None',291.76,0.25,0,1,'Haze','haze',1141
'None',300.73,0,0,44,'Clouds','scattered clouds',3592
'None',281.48,0,0,1,'Clear','sky is clear',6158
'None',288.14,0.7,0,92,'Mist','mist',5859
'None',297.888,0,0,0,'Clear','Sky is Clear',5332
'None',290.62,0,0,1,'Clear','sky is clear',603
'None',274.1,0.7,0,90,'Rain','light rain',4676
'None',260.07,0.76,0,64,'Snow','snow',2010
'None',291.74,0,0,90,'Thunderstorm','thunderstorm with light rain',4197
'None',293.495,0,0,0,'Clear','Sky is Clear',4426
'None',254.95,0,0,1,'Snow','light snow',331
'None',279.69,1.21,0,90,'Rain','moderate rain',1941
'None',297.48,4.06,0,75,'Thunderstorm','thunderstorm',3629
'None',291.74,0.3,0,1,'Mist','mist',255
'None',286.93,3.98,0,92,'Thunderstorm','proximity thunderstorm',1065
'None',293.74,0,0,1,'Clear','sky is clear',2627
'None',289.64,3.28,0,75,'Mist','mist',1495
'None',295.46,0.25,0,1,'Rain','light rain',2669
'None',275.92,0,0,90,'Clouds','overcast clouds',2964
'None',266.73,0,0.05,90,'Mist','mist',363
'None',291.35,0.25,0,48,'Drizzle','light intensity drizzle',292
'None',257.08,0,0,1,'Clear','sky is clear',3595
'None',292.92,0.25,0,20,'Rain','light rain',5001
'None',286.9,0.38,0,75,'Rain','light rain',2714
'None',262.59,0,0,75,'Clouds','broken clouds',954
'None',261.58,0,0,1,'Clear','sky is clear',2222
'None',265.65,0,0,40,'Mist','mist',5714
'None',267.14,0,0.44,90,'Snow','snow',2165
'None',289.3,0.25,0,92,'Rain','light rain',6055
'None',289.37,1.2,0,75,'Rain','moderate rain',398
'None',273.86,0,0.32,90,'Mist','mist',5222
'None',296.14,8.02,0,40,'Thunderstorm','thunderstorm with light drizzle',5101
'None',295.03,5.97,0,64,'Thunderstorm','proximity thunderstorm',3216
'None',290.89,0.64,0,24,'Rain','light rain',398
'None',293.12,0.27,0,90,'Mist','mist',5306
'None',283.29,0.51,0,0,'Mist','mist',5674
'None',271.27,0,0,1,'Clear','sky is clear',1994
'None',285.55,0,0,90,'Thunderstorm','proximity thunderstorm',5607
'None',287.16,0.25,0,40,'Rain','light rain',6868
'None',277.76,1.09,0,90,'Mist','mist',1993
'None',294.78,0.69,0,90,'Thunderstorm','proximity thunderstorm',4403
'None',275.84,0,0,90,'Rain','light rain',5803
'None',260.79,0.25,0,64,'Mist','mist',1390
'None',276.76,2.14,0,90,'Rain','moderate rain',654
'None',289.76,1.27,0,1,'Rain','moderate rain',5945
'None',293.16,0.51,0,90,'Mist','mist',5732
'None',283.35,0,0,90,'Clouds','overcast clouds',871
'None',297.12,0.25,0,75,'Rain','light rain',5400
'None',284.3,7.02,0,90,'Rain','heavy intensity rain',4922
'None',274.79,0,0,90,'Clouds','overcast clouds',4776
'None',271.75,1.27,0,64,'Rain','moderate rain',1571
'None',285.6,0.81,0,90,'Rain','moderate rain',1478
'None',284.41,0.51,0,40,'Mist','mist',830
'None',277.08,0,0,1,'Clear','sky is clear',4917
'None',291.53,2.67,0,90,'Thunderstorm','proximity thunderstorm with rain',1897
'None',289.62,1.02,0,80,'Rain','moderate rain',5559
'None',299.73,0,0,0,'Clear','Sky is Clear',4681
'None',283.15,0,0,90,'Rain','moderate rain',4689
'None',266.84,0,0,1,'Clear','sky is clear',654
'None',298.21,0,0,40,'Clouds','scattered clouds',5061
'None',287.94,1.41,0,92,'Rain','moderate rain',4904
'None',276.61,0,0,90,'Clouds','overcast clouds',2068
'None',288.84,0.34,0,90,'Mist','mist',4675
'None',269.95,0,0,64,'Mist','mist',6703
'None',296.064,0,0,88,'Rain','light rain',2909
'None',291.65,4.29,0,88,'Rain','heavy intensity rain',5675
'None',291.56,0.51,0,90,'Drizzle','light intensity drizzle',6668
'None',296.12,0,0,40,'Clouds','scattered clouds',2764
'None',271.53,1.27,0,90,'Rain','moderate rain',3876
'None',272.76,0.25,0,64,'Mist','mist',3206
'None',272.08,0,0,90,'Mist','mist',4412
'None',289.56,0.38,0,90,'Mist','mist',5647
'None',289.38,0.35,0,90,'Mist','mist',2466
'None',288.92,0.25,0,90,'Rain','light rain',6180
'None',288.11,1.65,0,90,'Mist','mist',4734
'None',253.88,0,0,90,'Clouds','overcast clouds',2360
'None',269.11,0,0,90,'Clouds','overcast clouds',356
'None',294.81,0,0,1,'Rain','moderate rain',3988
'None',261.79,0,0,90,'Snow','light snow',1368
'None',277.69,3.47,0,90,'Rain','moderate rain',2378
'None',271.49,0,0,90,'Snow','light snow',5900
'None',298.68,0,0,40,'Clouds','scattered clouds',3948
'None',283.48,0.25,0,90,'Rain','light rain',839
'None',287.3,0,0,90,'Mist','mist',5819
'None',273.22,0,0,1,'Fog','fog',849
'None',293.54,3.54,0,90,'Rain','heavy intensity rain',452
'None',285.3,0,0,1,'Clear','sky is clear',264
'None',273.9,0,0,99,'Clear','sky is clear',2096
'None',296.43,0.51,0,90,'Rain','moderate rain',3109
'None',270.15,0,0,1,'Mist','mist',798
'None',287.68,0.25,0,92,'Rain','light rain',6257
'None',265.22,0,0,90,'Mist','mist',349
'None',290.77,0,0,90,'Mist','mist',2598
'None',264.75,0,0,90,'Snow','light snow',2510
'None',292.4,0.25,0,90,'Mist','mist',1290
'None',295.45,0.25,0,1,'Rain','light rain',4678
'None',296.16,1.85,0,90,'Mist','mist',4785
'None',287.6,0.3,0,90,'Mist','mist',4556
'None',289.75,0,0,1,'Clear','sky is clear',4619
'None',283.01,0,0,90,'Mist','mist',5356
'None',286.42,0,0,90,'Drizzle','light intensity drizzle',4696
'None',286.18,0,0,1,'Clear','sky is clear',358
'None',295.49,0,0,24,'Clouds','few clouds',4536
'None',293.82,5.92,0,90,'Mist','mist',2336
'None',291.76,16.38,0,76,'Mist','mist',635
'None',294.54,0.25,0,90,'Rain','light rain',358
'None',278.71,0,0,46,'Clear','sky is clear',4968
'None',289.56,0.25,0,90,'Mist','mist',1034
'None',277.36,0.51,0,90,'Rain','light rain',597
'None',276.36,0,0,1,'Clear','sky is clear',4202
'None',288.79,0.3,0,90,'Drizzle','drizzle',5204
'None',280.02,0,0,1,'Clear','sky is clear',4402
'None',288.03,0,0,1,'Clear','sky is clear',5416
'None',291.94,0.44,0,75,'Rain','light rain',1700
'None',278.84,0.97,0,32,'Rain','moderate rain',4885
'None',262.9,0,0,90,'Mist','mist',876
'None',294.16,5.59,0,1,'Mist','mist',6006
'None',292.88,0,0,40,'Clouds','scattered clouds',5440
'None',278.46,1.52,0,75,'Rain','moderate rain',849
'None',291.07,0.25,0,75,'Rain','light rain',4999
'None',284.15,0,0,90,'Clouds','overcast clouds',4874
'None',293.51,6.94,0,90,'Mist','mist',400
'None',295.7,1.56,0,90,'Thunderstorm','thunderstorm with rain',3034
'None',289.86,0.3,0,1,'Rain','light rain',6022
'None',274.22,0,0,90,'Rain','light rain',269
'None',296.47,0,0,1,'Clear','sky is clear',4232
'None',297.15,0,0,1,'Drizzle','light intensity drizzle',4858
'None',291.68,0,0,40,'Clouds','scattered clouds',588
'None',297.22,0,0,8,'Clear','sky is clear',3912
'None',289.13,0,0,75,'Clouds','broken clouds',4625
'None',271.14,0.31,0,90,'Rain','light rain',4481
'None',275.96,0.68,0,64,'Rain','light rain',4117
'None',260.34,0.25,0,64,'Rain','light rain',3257
'None',301.1,0,0,1,'Clear','sky is clear',5098
'None',276.01,0,0,90,'Rain','light rain',2476
'None',283.78,0.25,0,90,'Mist','mist',4510
'None',285.1,0.51,0,1,'Mist','mist',2534
'None',291.24,1.91,0,90,'Rain','moderate rain',3221
'None',296.26,16,0,32,'Thunderstorm','proximity thunderstorm',6298
'None',259.02,0.64,0,64,'Mist','mist',477
'None',276.65,0,0,75,'Clouds','broken clouds',5369
'None',297.17,0.25,0,0,'Rain','light rain',4945
'None',295.08,1.3,0,90,'Thunderstorm','proximity thunderstorm',5530
'None',274.83,0,0,90,'Clouds','overcast clouds',6534
'None',297.8,0,0,5,'Clear','sky is clear',3266
'None',266.08,0,0,1,'Clear','sky is clear',4127
'None',276.35,0,0,90,'Clouds','overcast clouds',464
'None',275.2,0,0,40,'Mist','mist',535
'None',286.94,0.51,0,90,'Rain','light rain',1160
'None',291.7,0.76,0,90,'Drizzle','light intensity drizzle',5185
'None',295.37,5.69,0,90,'Mist','mist',5705
'None',295.19,0.25,0,40,'Rain','light rain',532
'None',259.36,0,0,64,'Clouds','broken clouds',733
'None',290.03,0.51,0,75,'Mist','mist',5003
'None',286.35,0,0,90,'Rain','moderate rain',2118
'None',287.36,0,0,1,'Clear','sky is clear',748
'None',282.86,0.25,0,40,'Rain','light rain',1712
'None',274.43,0,0,90,'Mist','mist',3050
'None',284.71,1.44,0,90,'Drizzle','drizzle',213
'None',293.15,0.93,0,75,'Mist','mist',2467
'None',274.04,0.25,0,64,'Rain','light rain',4795
'None',255.94,0,0,64,'Mist','mist',797
'None',254.69,0,0,75,'Clouds','broken clouds',4018
'None',284.43,0.25,0,75,'Mist','mist',353
'None',294.38,0.25,0,90,'Thunderstorm','proximity thunderstorm',5428
'None',287.43,0.51,0,90,'Drizzle','light intensity drizzle',780
'None',275.32,0.3,0,40,'Rain','light rain',4752
'None',277.76,1.09,0,90,'Drizzle','light intensity drizzle',1993
'None',292.56,5.08,0,90,'Thunderstorm','proximity thunderstorm',1657
'None',283.63,0,0,1,'Clear','sky is clear',872
'None',275.34,0,0,75,'Clouds','broken clouds',2473
'None',292.18,0.28,0,90,'Drizzle','drizzle',882
'None',291.79,0.42,0,90,'Thunderstorm','proximity thunderstorm',6243
'None',288.84,0.34,0,90,'Drizzle','drizzle',4675
'None',296.95,0.25,0,1,'Rain','light rain',2830
'None',296.13,0.78,0,75,'Rain','light rain',2283
'None',290.19,0.64,0,90,'Rain','light intensity shower rain',3693
'None',275.18,0.34,0,64,'Rain','light rain',3782
'None',288.2,1.68,0,75,'Rain','moderate rain',340
'None',288.37,0.25,0,90,'Drizzle','light intensity drizzle',6510
'None',289.97,5.59,0,90,'Thunderstorm','proximity thunderstorm',2300
'None',300.69,0,0,90,'Rain','light rain',3076
'None',296.38,0.25,0,90,'Rain','light rain',3884
'None',288.2,0.52,0,75,'Fog','fog',904
'None',255.48,0,0,90,'Clouds','overcast clouds',227
'None',273.08,0,0,90,'Mist','mist',362
'None',263.22,0,0,75,'Clouds','broken clouds',6883
'None',266.58,0,0,90,'Snow','light snow',3213
'None',286.55,0.34,0,90,'Rain','light rain',3178
'None',271.02,0,0,90,'Fog','fog',2338
'None',284.51,0.51,0,0,'Rain','light rain',1748
'None',263.93,0,0,1,'Haze','haze',846
'None',291.11,0,0,90,'Mist','mist',2860
'None',282.2,0.34,0,92,'Drizzle','light intensity drizzle',2486
'None',296.08,0.32,0,76,'Rain','light rain',4976
'None',287.19,0.76,0,90,'Thunderstorm','proximity thunderstorm',4383
'None',286.1,0.25,0,1,'Rain','light rain',5995
'None',292.15,10.16,0,90,'Mist','mist',278
'None',280.56,0.85,0,64,'Rain','moderate rain',4532
'None',286.25,3.05,0,90,'Rain','moderate rain',353
'None',290.75,0.51,0,90,'Mist','mist',5940
'None',293.37,0.51,0,90,'Rain','heavy intensity rain',6251
'None',268.15,0,0,20,'Clouds','few clouds',6199
'None',271.1,0,0,90,'Clouds','overcast clouds',6486
'None',287.69,0.98,0,90,'Drizzle','drizzle',3024
'None',294.31,0.25,0,90,'Rain','light rain',321
'None',285.33,0.25,0,1,'Rain','light rain',388
'None',291.79,0.25,0,75,'Rain','light rain',5633
'None',284.54,0.88,0,90,'Rain','light rain',679
'None',250.83,0,0,64,'Clouds','broken clouds',4887
'None',287.29,0,0,90,'Haze','haze',1908
'None',255.58,0,0,20,'Clouds','few clouds',1790
'None',296.34,0.25,0,40,'Rain','light rain',1167
'None',295.35,0.25,0,75,'Mist','mist',6223
'None',270.31,0,0,90,'Clouds','overcast clouds',3431
'None',279.5,0.65,0,90,'Rain','light rain',4092
'None',288.03,1.2,0,1,'Rain','moderate rain',293
'None',290.77,4.15,0,90,'Rain','heavy intensity rain',4517
'None',282.88,0.28,0,92,'Rain','light rain',2813
'None',291.65,4.29,0,88,'Mist','mist',5675
'None',288.18,0.25,0,90,'Mist','mist',867
'None',271.9,0,0,1,'Clear','sky is clear',5004
'None',292.65,0,0,40,'Drizzle','drizzle',6031
'None',272.26,0,0,90,'Mist','mist',1128
'None',288.79,0.3,0,90,'Mist','mist',5204
'None',292.56,0.59,0,0,'Rain','light rain',5006
'None',284.82,1.33,0,90,'Rain','moderate rain',2527
'None',290.01,0,0,0,'Clear','Sky is Clear',723
'None',288.08,0,0,5,'Clear','sky is clear',6415
'None',291.09,0.25,0,76,'Rain','light rain',4003
'None',294.49,3.05,0,20,'Rain','moderate rain',4499
'None',277.79,0.44,0,44,'Drizzle','drizzle',780
'None',290.83,0.51,0,90,'Thunderstorm','proximity thunderstorm',3941
'None',293.57,7.11,0,92,'Rain','heavy intensity rain',4999
'None',292.92,0,0,88,'Clouds','overcast clouds',3309
'None',270.22,0,0,1,'Clear','sky is clear',859
'None',293.37,0.85,0,90,'Drizzle','light intensity drizzle',851
'None',301.03,0,0,40,'Clouds','scattered clouds',6670
'None',268.94,0,0,90,'Fog','fog',2862
'None',280.58,0,0,1,'Clear','sky is clear',3125
'None',288.2,1.68,0,75,'Thunderstorm','thunderstorm',340
'None',270.38,0,0,1,'Haze','haze',386
'None',292.09,6.89,0,44,'Rain','heavy intensity rain',1256
'None',292.59,1.59,0,90,'Rain','moderate rain',543
'None',290.49,0.25,0,90,'Rain','light rain',5273
'None',286.95,2.79,0,75,'Rain','moderate rain',441
'None',284.24,0.25,0,1,'Rain','light rain',5902
'None',274,0.68,0,64,'Fog','fog',5133
'None',289.79,10.05,0,68,'Rain','heavy intensity rain',5361
'None',277.83,0,0,90,'Clouds','overcast clouds',4856
'None',277.55,0,0,1,'Clear','sky is clear',6832
'None',298.44,5.08,0,24,'Rain','heavy intensity rain',3695
'None',262.21,0,0,64,'Clouds','broken clouds',6158
'None',290.19,0.25,0,90,'Rain','light rain',4423
'None',294.2,0,0,20,'Clouds','few clouds',4719
'None',285.46,0,0,0,'Clear','Sky is Clear',391
'None',284.37,0.25,0,75,'Rain','light rain',362
'None',297.49,0,0,1,'Clear','sky is clear',1040
'None',293.49,6.1,0,75,'Thunderstorm','proximity thunderstorm',543
'None',269.58,0,0,90,'Haze','haze',2591
'None',289.3,1.1,0,75,'Mist','mist',6147
'None',276.32,0.25,0,20,'Rain','light rain',1335
'None',294.7,0,0,90,'Clouds','overcast clouds',5591
'None',289.87,1.52,0,76,'Rain','moderate rain',2758
'None',295.03,0.6,0,92,'Rain','light rain',4578
'None',272.16,0,0,90,'Mist','mist',4389
'None',298.55,0,0,90,'Clouds','overcast clouds',3362
'None',256.79,0,0,5,'Clear','sky is clear',4513
'None',269.74,0,0,90,'Snow','heavy snow',4600
'None',295.09,5.04,0,90,'Mist','mist',2373
'None',249.29,0,0,75,'Clouds','broken clouds',4250
'None',282.76,0,0,90,'Clouds','overcast clouds',2781
'None',285.65,4.09,0,90,'Mist','mist',3925
'None',295.39,9.15,0,90,'Rain','heavy intensity rain',4763
'None',276.79,0,0,1,'Clear','sky is clear',4882
'None',293.07,6.48,0,75,'Rain','heavy intensity rain',980
'None',286.27,0.41,0,36,'Rain','moderate rain',1762
'None',264.97,0,0,90,'Snow','heavy snow',4729
'None',272.72,0,0,90,'Clouds','overcast clouds',6199
'None',277.77,1.3,0,40,'Rain','moderate rain',6482
'None',263.24,0,0,1,'Clear','sky is clear',667
'None',283.32,0.25,0,76,'Rain','light rain',5351
'None',284.22,0,0,20,'Clouds','few clouds',4582
'None',284.58,0,0,90,'Thunderstorm','proximity thunderstorm',5167
'None',295.19,0.25,0,40,'Mist','mist',532
'None',274.07,1.02,0,64,'Snow','light snow',3611
'None',265.8,0,0,75,'Clouds','broken clouds',1482
'None',258.17,0.25,0,64,'Mist','mist',1922
'None',293.4,0,0,20,'Clouds','few clouds',6147
'None',291.84,6.1,0,90,'Thunderstorm','proximity thunderstorm',2679
'None',300.28,0,0,40,'Clouds','scattered clouds',5408
'None',292.62,5.62,0,90,'Rain','heavy intensity rain',5750
'None',279.08,0,0,40,'Clouds','scattered clouds',6445
'None',299.01,3.81,0,0,'Rain','moderate rain',5697
'None',291.48,1.78,0,90,'Rain','moderate rain',4100
'None',285.74,0.51,0,90,'Mist','mist',4413
'None',286.23,1.21,0,90,'Mist','mist',5292
'None',276.42,0,0,90,'Rain','light rain',4912
'None',291.78,5.84,0,90,'Mist','mist',4971
'None',263.64,0,0,1,'Snow','heavy snow',5122
'None',281.6,0,0,1,'Clear','sky is clear',2020
'None',290.78,1.13,0,1,'Rain','moderate rain',845
'None',270.95,0,0,75,'Clouds','broken clouds',1459
'None',253,0,0,1,'Clear','sky is clear',505
'None',282.61,0.25,0,90,'Rain','light rain',542
'None',287.69,0.3,0,1,'Rain','light rain',360
'None',285.93,0.38,0,92,'Drizzle','light intensity drizzle',1293
'None',268.1,0,0,90,'Snow','light snow',3595
'None',278.39,2.93,0,90,'Rain','moderate rain',4355
'None',288.16,0,0,90,'Clouds','overcast clouds',5142
'None',281.84,0,0,75,'Clouds','broken clouds',5758
'None',296.08,0,0,90,'Clouds','overcast clouds',4911
'None',286.69,0,0,1,'Clear','sky is clear',295
'None',274.04,0.25,0,64,'Snow','heavy snow',4795
'None',260,0,0,90,'Mist','mist',1916
'None',292.67,0.51,0,90,'Thunderstorm','proximity thunderstorm with drizzle',2950
'None',293.19,1.27,0,90,'Thunderstorm','thunderstorm with light drizzle',424
'None',272.87,2.53,0,90,'Rain','moderate rain',883
'None',282.91,0.25,0,56,'Rain','light rain',5674
'None',292.14,1.78,0,5,'Fog','fog',2713
'None',292.65,25.32,0,8,'Thunderstorm','proximity thunderstorm',958
'None',269.58,0,0.05,90,'Snow','light snow',2989
'None',298.48,0,0,12,'Clouds','few clouds',2025
'None',295.72,0.25,0,90,'Rain','light rain',3332
'None',253.15,0,0,5,'Clear','sky is clear',1607
'None',285.87,6.35,0,36,'Thunderstorm','proximity thunderstorm',586
'None',263.37,0,0,40,'Fog','fog',921
'None',274.75,0,0,90,'Drizzle','light intensity drizzle',2704
'None',288.35,0,0,24,'Clouds','few clouds',3093
'None',292.78,1.15,0,90,'Rain','moderate rain',5511
'None',295.07,0,0,1,'Clear','sky is clear',6210
'None',291.16,1.41,0,90,'Rain','moderate rain',5933
'None',279.95,0,0,75,'Clouds','broken clouds',6139
'Labor Day',288.78,0,0,0,'Clear','Sky is Clear',1041
'None',273.8,0,0.06,90,'Snow','light snow',5811
'None',274.57,0,0,90,'Mist','mist',377
'None',283.59,0.3,0,92,'Rain','light rain',2169
'None',273.35,0,0,90,'Snow','light snow',4517
'None',288.07,0,0,1,'Clear','sky is clear',936
'None',294.27,0.25,0,90,'Rain','light rain',254
'None',299.58,0,0,20,'Clouds','few clouds',6609
'None',291.92,0.51,0,90,'Drizzle','light intensity drizzle',2853
'None',283.7,0.25,0,68,'Rain','light rain',4683
'None',294.16,0.81,0,92,'Rain','moderate rain',3378
'None',300.23,0,0,0,'Clear','Sky is Clear',4553
'None',264.96,0,0,64,'Snow','light snow',1685
'None',271.71,0.76,0,90,'Rain','light rain',1474
'None',275.28,0,0,90,'Drizzle','light intensity drizzle',4072
'None',277.93,0,0,90,'Mist','mist',305
'None',296.95,1.78,0,90,'Mist','mist',337
'None',301.86,0,0,8,'Clear','sky is clear',2920
'None',256.87,0,0,1,'Clear','sky is clear',1440
'None',286.71,1.84,0,92,'Drizzle','drizzle',6873
'None',285.75,0,0,90,'Mist','mist',5666
'None',293.79,0,0,90,'Rain','moderate rain',4373
'None',285.29,0,0,40,'Clouds','scattered clouds',6443
'None',280.52,0,0,75,'Mist','mist',4981
'None',269.69,0,0,20,'Clouds','few clouds',561
'None',284.71,1.44,0,90,'Rain','heavy intensity rain',213
'None',282.29,1.66,0,92,'Rain','heavy intensity rain',5452
'None',293.97,2.29,0,40,'Thunderstorm','proximity thunderstorm',2672
'None',295.01,0.25,0,1,'Mist','mist',1945
'None',283.37,0.25,0,68,'Mist','mist',5119
'None',292.97,1.09,0,75,'Mist','mist',5700
'None',285.38,0.25,0,88,'Drizzle','light intensity drizzle',5791
'None',299.39,1.15,0,75,'Thunderstorm','thunderstorm',4289
'None',279.04,0,0,1,'Clear','sky is clear',5161
'None',293.55,0,0,75,'Rain','light rain',4886
'None',294.8,0.9,0,90,'Rain','moderate rain',954
'None',269.24,0,0.05,90,'Snow','light snow',3415
'None',291.07,0,0,90,'Thunderstorm','thunderstorm with light drizzle',2208
'None',295.52,7.54,0,76,'Mist','mist',380
'None',280.43,0,0,92,'Drizzle','light intensity drizzle',3077
'None',274.06,0.57,0,90,'Rain','light rain',3907
'None',287.84,0.8,0,90,'Rain','moderate rain',5417
'None',271.46,0,0,40,'Clouds','scattered clouds',6642
'None',292.12,0.3,0,1,'Mist','mist',241
'None',291.1,0,0,90,'Clouds','overcast clouds',3249
'None',294.49,0.25,0,90,'Mist','mist',1588
'None',263.31,0,0,90,'Snow','heavy snow',3756
'None',288.37,4.43,0,90,'Rain','heavy intensity rain',961
'None',288.89,0,0,90,'Rain','heavy intensity rain',2733
'None',275.84,0,0,1,'Drizzle','light intensity drizzle',1822
'None',285.26,0,0,1,'Clear','sky is clear',1089
'None',291.34,13.21,0,68,'Thunderstorm','proximity thunderstorm',3089
'None',293.1,3.05,0,75,'Mist','mist',225
'None',294.77,0.64,0,90,'Rain','light rain',3616
'None',300.67,0,0,1,'Clear','sky is clear',4491
'None',291.16,1.41,0,90,'Drizzle','light intensity drizzle',5933
'None',283.98,0.25,0,90,'Rain','proximity shower rain',5748
'None',272.35,0.51,0,90,'Rain','light rain',1956
'None',287.97,1.02,0,5,'Rain','moderate rain',1629
'None',292.56,2.2,0,90,'Rain','heavy intensity rain',5499
'None',286.69,0.57,0,92,'Rain','light rain',2821
'None',252.8,0,0,64,'Clouds','broken clouds',5670
'None',289.39,0.25,0,90,'Rain','light rain',4420
'None',275.87,0,0,1,'Clear','sky is clear',4111
'None',295.22,0,0,40,'Rain','light rain',888
'None',290.53,0,0,1,'Haze','haze',1403
'None',289.81,2.03,0,76,'Rain','moderate rain',218
'None',286.5,0.51,0,90,'Mist','mist',6676
'None',272.15,0,0,90,'Mist','mist',5304
'None',260.14,0,0,90,'Clouds','overcast clouds',5160
'None',278.47,0.54,0,90,'Drizzle','drizzle',1012
'None',278.43,0,0,90,'Rain','light rain',5083
'None',284.18,0.25,0,90,'Mist','mist',4888
'None',292.56,5.08,0,90,'Mist','mist',1657
'None',294.94,1.02,0,75,'Rain','moderate rain',4585
'None',273.86,0,0,90,'Fog','fog',5092
'None',285.1,0.9,0,90,'Rain','light rain',1522
'None',295.27,0.44,0,90,'Rain','light rain',3006
'None',294.04,1.4,0,90,'Rain','moderate rain',378
'None',288.32,0.69,0,68,'Rain','light rain',323
'None',278.14,2.84,0,90,'Rain','moderate rain',4126
'None',276.62,0,0,90,'Drizzle','drizzle',980
'None',272.01,0,0,90,'Snow','heavy snow',216
'None',298.29,0,0,44,'Clouds','scattered clouds',4200
'None',277.63,0.67,0,64,'Rain','light rain',4151
'None',295.85,0,0,1,'Clear','sky is clear',5245
'Labor Day',293.17,1.52,0,90,'Rain','moderate rain',1064
'None',280.88,0.25,0,92,'Mist','mist',496
'None',299.71,0,0,20,'Clouds','few clouds',5602
'None',285.45,0.76,0,90,'Rain','light rain',6182
'None',290.96,1.78,0,90,'Mist','mist',500
'None',290.28,0,0,0,'Clear','Sky is Clear',6298
'None',292.12,0.51,0,1,'Thunderstorm','proximity thunderstorm',295
'None',291.2,0.51,0,90,'Rain','heavy intensity rain',6186
'None',294.68,1.2,0,90,'Mist','mist',954
'None',284.83,0.51,0,90,'Drizzle','drizzle',343
'None',295.72,0.3,0,90,'Thunderstorm','thunderstorm with light rain',3515
'None',290.3,0,0,90,'Mist','mist',4982
'None',290.97,1.02,0,90,'Rain','moderate rain',2084
'None',275.76,0,0,90,'Clouds','overcast clouds',5088
'None',262.71,0,0,20,'Clouds','few clouds',2436
'None',286.94,0.51,0,90,'Mist','mist',1160
'None',295.82,2.61,0,90,'Mist','mist',5436
'None',288.07,0,0,1,'Clear','sky is clear',411
'None',294.95,0,0,40,'Clouds','scattered clouds',877
'None',280.35,0,0,1,'Clear','sky is clear',1620
'None',286.26,0.25,0,92,'Drizzle','light intensity drizzle',1922
'None',290.56,0.25,0,0,'Rain','light rain',6509
'None',290.55,0,0,1,'Clear','sky is clear',3401
'None',293.11,2.91,0,90,'Rain','moderate rain',4879
'Labor Day',295.02,0,0,90,'Clouds','overcast clouds',973
'None',286.62,0,0,75,'Thunderstorm','proximity thunderstorm',355
'None',262.4,0,0,40,'Snow','heavy snow',419
'None',263.79,0,0,1,'Mist','mist',336
'None',291.3,0,0,1,'Clear','sky is clear',421
'None',274.36,0.51,0,64,'Drizzle','drizzle',6020
'None',288.37,0.25,0,68,'Mist','mist',786
'None',295.28,6.47,0,90,'Rain','heavy intensity rain',4171
'None',285.62,0.25,0,1,'Rain','light rain',299
'None',274.73,0.64,0,90,'Mist','mist',4619
'None',288.43,0.44,0,90,'Rain','light rain',5873
'None',288.39,0,0,0,'Clear','Sky is Clear',677
'None',293.16,0.51,0,90,'Drizzle','drizzle',5732
'None',278.72,0,0,1,'Clear','sky is clear',1069
'None',284.36,1.04,0,92,'Rain','moderate rain',4123
'None',289.35,0,0,5,'Clear','sky is clear',4555
'None',287.48,7.39,0,90,'Mist','mist',5811
'None',274.15,0,0,1,'Clear','sky is clear',3777
'None',258.1,0,0,0,'Clear','sky is clear',5010
'None',276.86,1.7,0,90,'Rain','moderate rain',2705
'None',250.24,0,0,70,'Clouds','broken clouds',2547
'None',265.68,0,0,90,'Clouds','overcast clouds',2076
'None',277.82,0,0,75,'Clouds','broken clouds',6157
'None',270.22,0,0,90,'Haze','haze',2892
'None',284.23,2.54,0,1,'Rain','moderate rain',5996
'None',282.16,0.42,0,90,'Mist','mist',5878
'None',296.99,0.25,0,5,'Rain','light rain',1921
'None',272.8,0.25,0,90,'Rain','light rain',254
'None',299.29,0.25,0,0,'Rain','light rain',3143
'None',287.96,0,0,90,'Clouds','overcast clouds',5972
'None',272.99,0,0,90,'Clouds','overcast clouds',6614
'None',291.24,1.91,0,90,'Mist','mist',3221
'None',259.27,0,0,90,'Clouds','overcast clouds',4483
'None',286.98,0.76,0,24,'Mist','mist',3557
'None',262.01,0,0,75,'Clouds','broken clouds',4763
'None',295.4,0,0,90,'Mist','mist',5556
'None',268.62,0,0,80,'Snow','light snow',5819
'None',280.72,0,0,75,'Rain','light rain',7130
'None',274.35,0,0,90,'Snow','light snow',4297
'None',293.73,0.56,0,48,'Thunderstorm','proximity thunderstorm',6292
'None',279.61,0,0,90,'Rain','light rain',1462
'None',281.81,0.34,0,90,'Rain','light rain',350
'None',288.86,0.25,0,92,'Rain','light rain',4423
'None',290.97,1.52,0,90,'Thunderstorm','proximity thunderstorm',301
'None',278.69,0,0,64,'Clouds','broken clouds',4054
'None',271.7,0,0,90,'Snow','heavy snow',332
'None',294.23,2.61,0,75,'Drizzle','light intensity drizzle',4175
'None',295.02,0.25,0,0,'Rain','light rain',4154
'None',294.28,0,0,90,'Mist','mist',5948
'None',265.86,0,0,90,'Snow','light snow',767
'None',290.73,0.25,0,1,'Rain','light rain',380
'None',271.13,0,0,90,'Mist','mist',366
'None',295.98,1.52,0,1,'Rain','moderate rain',3498
